file,frame_idx,t_sec,split,window
frame_0309.jpg,309,123.6,pool,
frame_0310.jpg,310,124.0,pool,
frame_0311.jpg,311,124.4,pool,
frame_0312.jpg,312,124.8,pool,
frame_0313.jpg,313,125.2,pool,
frame_0314.jpg,314,125.6,pool,
frame_0315.jpg,315,126.0,pool,
frame_0316.jpg,316,126.4,pool,
frame_0317.jpg,317,126.8,pool,
frame_0318.jpg,318,127.2,pool,
frame_0319.jpg,319,127.6,pool,
frame_0320.jpg,320,128.0,pool,
frame_0321.jpg,321,128.4,pool,
frame_0322.jpg,322,128.8,pool,
frame_0323.jpg,323,129.2,pool,
frame_0324.jpg,324,129.6,pool,
frame_0325.jpg,325,130.0,pool,
frame_0326.jpg,326,130.4,pool,
frame_0327.jpg,327,130.8,pool,
frame_0328.jpg,328,131.2,pool,
frame_0329.jpg,329,131.6,pool,
frame_0330.jpg,330,132.0,pool,
frame_0331.jpg,331,132.4,pool,
frame_0332.jpg,332,132.8,pool,
frame_0333.jpg,333,133.2,pool,
frame_0334.jpg,334,133.6,buffer,3
frame_0335.jpg,335,134.0,buffer,3
frame_0336.jpg,336,134.4,buffer,3
frame_0337.jpg,337,134.8,buffer,3
frame_0338.jpg,338,135.2,buffer,3
frame_0339.jpg,339,135.6,buffer,3
frame_0340.jpg,340,136.0,buffer,3
frame_0341.jpg,341,136.4,buffer,3
frame_0342.jpg,342,136.8,buffer,3
frame_0343.jpg,343,137.2,buffer,3
frame_0344.jpg,344,137.6,test,3
frame_0345.jpg,345,138.0,buffer,3
frame_0346.jpg,346,138.4,buffer,3
frame_0347.jpg,347,138.8,test,3
frame_0348.jpg,348,139.2,buffer,3
frame_0349.jpg,349,139.6,buffer,3
frame_0350.jpg,350,140.0,test,3
frame_0351.jpg,351,140.4,buffer,3
frame_0352.jpg,352,140.8,buffer,3
frame_0353.jpg,353,141.2,test,3
frame_0354.jpg,354,141.6,buffer,3
frame_0355.jpg,355,142.0,buffer,3
frame_0356.jpg,356,142.4,test,3
frame_0357.jpg,357,142.8,buffer,3
frame_0358.jpg,358,143.2,buffer,3
frame_0359.jpg,359,143.6,buffer,3
frame_0360.jpg,360,144.0,buffer,3
frame_0361.jpg,361,144.4,buffer,3
frame_0362.jpg,362,144.8,buffer,3
frame_0363.jpg,363,145.2,buffer,3
frame_0364.jpg,364,145.6,buffer,3
frame_0365.jpg,365,146.0,buffer,3
frame_0366.jpg,366,146.4,buffer,3
frame_0367.jpg,367,146.8,pool,
frame_0368.jpg,368,147.2,pool,
frame_0369.jpg,369,147.6,pool,
frame_0370.jpg,370,148.0,pool,
frame_0371.jpg,371,148.4,pool,
frame_0372.jpg,372,148.8,pool,
frame_0373.jpg,373,149.2,pool,
frame_0374.jpg,374,149.6,pool,
frame_0375.jpg,375,150.0,pool,
frame_0376.jpg,376,150.4,pool,
frame_0377.jpg,377,150.8,pool,
frame_0378.jpg,378,151.2,pool,
frame_0379.jpg,379,151.6,pool,
frame_0380.jpg,380,152.0,pool,
frame_0381.jpg,381,152.4,pool,
frame_0382.jpg,382,152.8,pool,
frame_0383.jpg,383,153.2,pool,
frame_0384.jpg,384,153.6,pool,
frame_0385.jpg,385,154.0,pool,
frame_0386.jpg,386,154.4,pool,
frame_0387.jpg,387,154.8,pool,
frame_0388.jpg,388,155.2,pool,
frame_0389.jpg,389,155.6,pool,
frame_0390.jpg,390,156.0,pool,
frame_0391.jpg,391,156.4,pool,
frame_0392.jpg,392,156.8,pool,
frame_0393.jpg,393,157.2,pool,
frame_0394.jpg,394,157.6,pool,
frame_0395.jpg,395,158.0,pool,
frame_0396.jpg,396,158.4,pool,
frame_0397.jpg,397,158.8,pool,
frame_0398.jpg,398,159.2,pool,
frame_0399.jpg,399,159.6,pool,
